numeric_discrete,numeric_continuous,ordinal,categorical
3,47.38699889431105,5,A
9,60.82353873162309,2,C
8,37.41585169435079,5,B
5,37.61353872885924,1,C
4,59.605779037089846,3,A
2,36.24774882037794,1,B
8,48.21016558608309,3,D
4,48.41348816530988,2,D
4,52.17579536342962,2,A
3,42.50151789617399,4,C
3,40.73005613325437,4,A
0,53.34894441752292,3,C
6,41.04004146830214,3,A
8,36.40030809880825,2,D
2,62.27799987851685,5,C
1,54.88095381379182,3,A
2,67.6750239576534,3,B
0,57.83967651216946,5,D
5,37.31856348368502,4,D
10,50.96369240059996,4,B
10,39.84371745281754,3,A
6,33.483904032817165,4,C
10,45.52800606930016,4,D
10,59.81532875299121,4,A
1,52.74912710787507,2,B
7,36.091058687412286,1,C
5,45.17658424787263,3,A
3,48.5713341465802,3,A
4,33.10887546029155,2,D
7,57.13172365248612,1,D
2,47.712649737412484,1,C
2,36.094051390679425,2,A
10,35.52826406258932,5,B
3,61.00663944921611,5,B
0,46.19186967854281,1,C
8,61.90352028956411,5,A
7,65.72155479902716,5,D
7,60.224482728559245,5,A
9,44.66568253382509,1,D
5,25.021528804327193,5,B
6,53.12996304534828,3,C
5,70.91576369778548,1,C
8,49.646099218261746,2,C
2,30.10184481200853,5,D
2,43.25121503569883,4,B
2,48.16266725233195,1,B
9,39.02011432580203,2,C
2,24.360460320201113,3,C
8,49.02149229784875,2,D
3,42.151237536423736,5,D
6,67.72691660899915,4,A
8,51.010334879827965,5,D
10,54.69578896898392,2,A
6,48.809138565039405,1,C
8,50.93733303173853,4,B
2,33.477007116378566,4,D
3,39.598336947787104,2,B
7,60.88614701319352,5,D
5,52.094619697301965,2,D
4,46.014930821174865,4,A
3,54.86171241465874,2,D
7,55.058619098405934,4,C
0,69.90894632944207,5,B
8,51.63066343885578,1,D
0,39.37492424489699,1,B
7,48.84303517084332,2,B
3,56.07565627121377,4,B
8,59.956590114287025,1,D
10,33.84968127872121,4,A
4,52.53706719491813,5,B
2,41.02745072501884,2,B
8,44.33368075380558,4,D
10,58.45839624243392,2,D
8,57.46248539431899,4,C
3,43.21847538802441,4,C
10,48.42157978959917,5,A
3,44.63918204879147,2,A
7,78.91702989956767,3,A
1,52.78358166445363,4,A
8,41.6051840872721,4,B
5,63.22167146221126,1,D
8,63.574613656832994,2,C
7,67.91670710523533,3,B
6,70.87993682510094,5,D
0,57.07714882866129,3,D
2,46.50148256221872,5,B
10,47.973832323956806,3,B
1,47.07924698393457,3,C
4,45.96244632820974,2,A
4,62.399368072885906,1,A
4,50.00720906935976,3,C
3,59.71421864816206,4,C
4,56.7651655478099,4,A
2,39.01345036877916,4,B
0,32.82823330137717,1,A
4,37.63337033314935,3,D
8,45.73293632269211,5,D
8,51.34328100267875,5,C
3,43.51699672655616,2,A
2,57.03065146741102,1,A
0,44.72314805583041,3,D
1,52.569574381839445,4,A
7,51.17581680661887,1,C
0,67.34433091787386,1,C
7,40.24759074899727,3,D
6,72.08419091154704,2,A
7,44.056501472603955,2,A
5,36.5994310963919,2,D
8,47.83085009573462,4,B
2,82.40139148636808,4,B
9,58.95205235018625,3,A
3,56.02964103441262,2,C
5,57.951868616415204,3,B
7,42.30406535497693,2,A
4,53.26044376365859,1,B
2,50.02502300317123,5,D
5,68.09066748644409,5,B
3,48.913122834133475,2,B
8,46.21723455422592,3,D
2,38.35200602630877,4,C
3,51.40014486875615,2,A
6,52.92951833518835,2,C
6,37.98411811859482,4,C
3,54.53163604060576,2,B
5,52.33179523794858,1,A
2,60.13445759883764,4,B
5,62.12368117901903,1,D
1,50.942792936142794,5,C
7,39.63635115867905,4,C
1,41.69378419455355,4,D
10,67.6212766307909,3,A
6,51.6548939312256,3,C
8,67.46153779551057,4,C
0,54.9860481848723,5,A
7,57.53735637178448,2,B
6,59.38723616238159,3,D
5,37.76861185590577,5,A
5,53.06950750112526,5,D
5,37.630010986379375,3,D
8,47.15087652122535,2,C
1,56.401696361230506,3,A
0,39.746661094675474,5,D
5,55.59337324527672,1,B
9,35.01631014534164,3,D
10,61.43319823961569,5,C
7,43.355628178946525,3,B
2,39.72882575781216,5,B
9,35.64644084008919,2,A
0,44.206461671623416,5,B
8,30.923881930432003,4,A
0,44.51600860891671,1,A
2,60.99487025333082,5,B
7,48.11288400260166,3,A
2,38.22481384093359,3,A
3,52.26263316568808,5,B
7,51.37895775874907,4,C
0,69.56609962585716,5,D
5,57.90721018540406,2,A
0,53.05598127172845,4,A
0,59.05066548359547,5,B
7,48.656189318199374,1,D
10,49.245868190938005,4,D
3,66.58940303431565,5,A
0,33.64420973183752,1,B
9,59.6794551314094,5,C
6,48.89208524312224,2,D
4,47.08510578746648,3,C
4,44.47104066306287,5,B
0,51.536740205641884,4,C
9,49.56470533495334,5,B
10,45.852976132730326,5,A
5,42.97342254883349,5,C
8,30.946695475490646,5,A
8,42.7619625564833,4,A
7,44.87704853739028,4,B
4,51.51231072166842,5,C
0,69.63085884681504,3,D
8,43.84043806486581,5,C
0,39.762691462528295,4,D
7,42.85503908696902,2,A
4,51.53344767602115,5,A
2,55.88635459796273,5,B
10,57.28345213069543,5,D
6,58.27707998234266,5,C
6,59.69230587611975,1,B
8,47.211163625268306,5,B
6,70.53140183741208,4,B
10,46.45231478841236,4,C
2,51.09340576340909,1,B
10,62.95827071772692,5,C
0,55.664250279877656,3,B
7,27.591532559772617,5,D
2,50.056358302968526,4,A
7,58.61964756086486,2,D
7,36.56529720470442,2,D
4,57.50692795128987,3,B
0,53.90153940013453,5,D
9,61.83920483851373,1,D
6,43.08068677661359,5,D
9,59.95893415589245,3,B
4,51.59608247400831,3,C
7,67.66050304052288,3,A
8,77.86049937813326,2,A
10,65.38330439052552,5,C
6,54.80518678108224,5,C
6,73.21003996061805,1,D
0,56.03478041667984,3,A
3,40.920542864773836,3,C
1,49.60726693048424,4,D
1,57.616721862950016,4,A
1,58.25954155620064,2,B
3,38.7473511019234,5,B
0,39.06467713540327,1,A
3,46.58690153790152,1,A
1,55.34543613456191,3,B
4,56.625625498799195,1,B
2,51.4130512410481,3,A
7,41.655712664823525,5,D
3,67.36942943019302,1,C
0,39.2794193815696,3,C
0,63.02340744853761,5,A
9,57.388232834503654,5,C
2,62.80332303871728,3,B
8,45.55566707077083,3,B
6,48.57345801910796,2,C
1,50.55042557281043,5,A
8,45.23602239398485,3,B
9,52.252584534950984,5,D
1,65.79089456071208,1,D
2,37.03166152832027,4,B
10,43.4278829178891,4,B
9,42.342546812937435,3,C
1,49.055817378639524,3,A
2,48.64473731021129,5,C
5,57.72314584440706,3,A
8,50.337231029213754,5,D
8,53.02883276719302,3,D
6,53.98448045512001,5,A
2,52.454040612058115,3,C
3,57.03313061457592,2,B
5,48.776766178672545,5,A
10,66.46368396074998,2,C
4,75.41619846718793,2,D
1,57.062309747670696,2,B
5,52.279911637090606,2,D
2,56.24582309317244,1,A
7,38.98966914116356,4,D
1,51.80105467465415,1,D
0,42.686753930513916,3,A
8,55.0997691724033,3,B
2,42.736406920228525,4,A
10,46.55222554641104,4,C
0,31.280290944769476,4,A
6,38.26754310052332,2,A
9,53.548738029360464,1,B
4,41.311539216815696,3,C
4,60.63773983785577,1,D
0,40.461109115866876,1,D
8,54.53254501285771,1,D
6,42.38124371028241,4,D
7,53.85469775033526,4,B
8,34.6521267090486,3,C
5,45.46817024370442,3,B
4,41.53786714712265,3,A
5,58.832325753089805,1,C
10,54.62262464454204,4,C
1,37.674239453845175,2,D
3,47.9681926337912,1,D
2,42.27682157277165,5,D
6,59.50257193868543,1,D
8,62.71524147653939,4,A
4,35.58354853489187,5,D
5,58.26702974381481,1,B
9,41.767039307422905,4,C
1,47.47083227280681,4,A
2,50.32254229060957,2,A
2,68.16606163555473,1,C
8,39.96150272969115,4,C
6,58.34749722643302,3,C
7,38.28495591830382,4,A
10,37.594064151592654,2,B
9,50.28463448419155,4,B
10,50.21729490989723,1,C
8,21.676816815307465,1,A
5,61.59596289375497,5,D
3,28.60885875569149,1,A
0,48.540625638866985,5,C
7,63.276154516053055,3,A
6,72.09183966688678,2,A
1,46.3695013631142,3,A
7,35.670509163829124,5,D
4,62.90548225767958,4,C
6,58.651565501202626,4,C
3,45.11007710421525,3,C
4,43.84262541790794,4,B
7,42.826078363405685,5,B
0,46.554134642653665,2,C
0,53.16068142401631,1,A
3,44.339854172632286,5,A
2,45.604197244377595,5,C
9,56.41279019410575,1,D
1,35.17585858941128,1,D
2,46.24064280086421,2,A
10,33.24058980900898,2,A
10,51.084124733529016,2,B
10,30.605945918581256,4,D
0,58.900101268264294,5,A
0,36.853626042079945,1,A
5,32.274214346385456,5,C
4,46.36386704098382,5,B
7,67.1110729167705,2,D
1,57.11192453421576,2,D
3,30.776858945460344,5,B
7,36.56874732355459,2,A
5,46.04399626754293,4,D
0,72.38353161770861,1,D
3,40.61045852031132,5,D
0,40.691147562968055,1,C
1,65.2742938688018,4,B
4,51.949072052623755,2,D
7,60.53000027298741,3,B
7,42.72900459824035,4,A
10,48.983641522709476,3,B
2,63.15631862188245,1,C
10,48.551591232642004,5,C
3,61.23053197526463,2,B
9,53.8726730043453,4,C
10,39.60370921581081,2,D
5,49.83682787653977,3,C
10,59.81383992275033,3,A
10,56.694161911868854,5,B
9,49.59747101579172,3,B
2,31.082856110285004,5,A
1,32.04008518590284,4,A
5,34.16694410372884,5,A
10,44.89557793233449,3,A
4,46.22882126306552,1,D
9,35.24588598905977,5,C
4,60.22512793696016,2,C
9,37.362309227794576,1,D
4,36.29440957932991,5,A
9,50.88235753885949,2,B
4,59.739051199932284,1,B
2,70.54854619813167,5,B
6,55.82545054503177,4,A
5,65.79829718723619,2,D
3,37.879433482734385,4,D
1,71.59739260660999,3,D
8,31.385155494445115,5,C
0,44.961607461123194,5,C
10,55.60652519578775,2,C
3,33.947829843040566,5,C
0,40.72949908074666,3,B
5,39.14077470710366,5,B
3,46.89778992750266,1,D
4,64.21582856672674,4,C
4,50.16825066287811,3,D
8,45.369360557659824,3,A
0,21.156756328217984,4,C
1,54.667552048385794,4,C
5,57.90015408978179,3,D
4,32.99980232189789,4,D
10,49.330276402774786,2,A
6,51.93008190332047,4,D
2,59.646017573036936,1,C
2,42.75231541754526,1,B
9,41.246396389152025,2,A
1,45.43502701531638,4,A
2,62.84437052777384,1,C
9,60.4384544217267,5,B
0,49.786546978275865,4,D
4,60.19776527188288,2,D
4,26.313087931478414,4,B
10,57.91654206093526,3,B
6,38.812338371861536,3,C
3,67.67024494395862,1,D
2,39.35755288066776,3,C
0,41.47237834766355,2,D
7,55.62423730131178,1,D
2,56.58954134781037,2,B
1,45.53667921232815,2,C
10,53.714040344230305,3,B
3,54.95379815328487,3,C
2,53.93114656058034,2,D
0,45.95445082441604,3,A
2,55.052110240856905,3,A
1,64.06370405016494,3,C
7,37.745115207811736,4,C
5,41.599399644581936,2,B
8,50.27255632360579,5,D
7,39.43775959331967,2,A
9,31.965962657727395,1,B
2,60.93122975881957,3,C
4,27.712117339737503,3,D
6,45.97617302475665,5,B
4,57.589443197586704,1,B
7,52.66699789502072,4,C
4,46.12750634021047,2,D
0,39.02560423465041,4,A
4,53.43867813147937,1,B
3,40.11605561533127,5,C
5,52.65932586318262,1,B
2,51.40917648234756,5,C
10,51.51032909055136,4,C
4,43.59681240820584,4,C
1,70.35009109334788,1,D
10,53.58206633870375,1,A
5,47.21291075780353,3,D
5,52.64270573061805,5,A
4,42.2553835607569,3,C
5,46.136955015220934,2,A
10,73.91919932119518,2,D
6,42.326191935576915,1,B
4,49.22227299735584,4,D
0,45.43895150250234,2,D
7,39.6036605717522,2,D
3,54.21084990219806,3,D
8,50.36472176654209,3,D
9,59.110273089999275,2,A
5,58.105779203300045,1,A
0,59.007077190419956,3,B
2,40.817966271490064,2,D
2,56.409607992030956,4,D
9,56.652715062900945,3,B
3,39.78937001793144,2,B
5,46.813837577727604,5,C
6,35.43887903521032,3,B
9,56.69622632380284,5,B
3,56.650224694439736,3,B
5,64.30362799118356,3,C
10,47.71201492185654,5,A
0,54.51469586563796,1,C
7,59.87735101025308,2,A
6,42.46108471445309,1,B
10,40.940348586823006,1,C
10,42.77114798923835,2,C
8,46.507045317947785,4,A
2,41.294456443538465,1,C
1,43.201722900387765,1,C
0,58.809151690332456,1,D
2,49.03653368505707,4,A
4,53.06698373659436,3,C
10,44.49283211881425,5,C
1,43.836345708176594,5,B
2,52.85555889540397,4,D
3,51.26062328003405,1,D
6,57.77986678308069,5,B
2,63.01592998003993,4,B
8,43.08587795723595,2,B
7,58.611845377637806,5,B
3,39.201938323068376,2,D
0,70.73778682803284,1,C
0,42.13695946861671,5,C
0,56.906305697567596,4,B
0,39.12759661255335,3,A
7,48.47909113853201,5,B
2,65.45733142153516,5,C
5,41.82295848013927,5,A
2,72.04186167886223,5,B
10,49.947244028909545,4,A
4,59.75712537982666,4,B
6,54.029445735036035,3,D
1,54.57040065596367,4,C
5,35.738862828568955,4,B
5,45.27147207021954,1,A
10,61.959764624837035,1,C
2,46.55678798230003,2,B
5,51.388320827178134,3,B
9,34.52577871630849,1,B
9,44.62423058999256,3,B
4,61.230392976314654,3,D
1,37.1737056807306,5,C
8,57.17079036996164,3,D
7,51.777781385849856,5,C
2,47.64044513976822,2,B
7,47.20075457677993,2,C
8,45.089703019220124,2,A
2,45.98029027943037,5,C
2,59.297402248111574,5,A
1,45.67956185755226,2,A
7,68.07590322192307,5,D
9,52.99532503043212,4,C
0,44.23738070971727,4,B
7,59.733659524856144,5,C
6,56.23895943076577,5,D
6,33.458235597723416,1,A
2,39.65528642982463,1,A
0,48.84579698797587,3,D
3,34.16392065579802,3,D
8,70.90529901971613,3,C
4,58.22232182039341,2,A
0,49.86667152963538,4,D
4,46.57293446386736,2,C
7,44.003363456410014,5,C
7,30.359678420290905,1,B
4,32.671263483543704,5,A
8,69.01120731267608,5,C
0,65.73599639232584,1,D
3,44.2422224507596,5,A
2,59.07999156182457,3,D
1,55.06420774997031,1,D
7,56.24287956648842,5,C
6,35.74822235499295,3,C
8,31.9182207746984,3,B
1,61.82594359069889,4,D
3,30.2070169696317,3,C
5,48.518064586174845,2,B
10,46.32297673782213,1,A
2,45.39849038323592,1,B
7,53.144508222906566,1,B
2,43.22407570221549,5,D
1,53.95735462465048,5,A
2,51.411554146911946,2,D
10,70.98732354050425,3,D
5,36.14590608181871,5,B
1,50.292689839048265,3,B
7,54.31345099877763,3,C
0,47.435974444677036,5,B
6,36.629248921121615,5,C
1,62.571027806551946,2,D
9,53.36934330144052,4,B
5,37.33103287073406,1,A
1,54.3866796255826,5,A
1,67.01566070052857,5,D
9,49.6368406658408,3,D
7,49.97787330529438,4,B
1,65.68005031043319,5,C
6,40.29616018248747,4,B
2,67.27552042620681,1,C
7,59.729110703682366,3,B
6,40.75781036019985,2,A
7,43.317310001558845,1,A
6,44.751871663177106,4,C
10,31.6643578601291,4,B
5,52.60471749070881,1,D
6,41.21052996752147,4,C
4,52.965513214313056,2,A
6,37.09056749674783,2,C
0,59.23013236894499,4,B
0,57.376259301305026,4,D
8,42.94120985939785,2,D
4,53.59649157882116,4,C
4,50.8292055930958,5,B
2,64.82299486152911,3,B
4,39.67521032105128,5,D
2,48.47702021505853,4,A
8,43.59316363292227,4,B
8,50.44818197100168,3,D
5,55.332736027835935,4,D
0,43.48192621926291,3,B
6,46.35893778610787,2,B
6,59.66040798057362,3,C
9,63.573246619264424,3,A
9,54.93516035202879,5,C
3,48.62036901256841,4,C
7,47.66903078962851,2,D
5,55.4812632872729,1,D
3,52.27767001404872,3,A
3,33.51024162108697,1,C
1,55.72385232307903,4,C
1,41.39430210577438,3,D
3,35.83063591524348,1,D
4,33.31655111891274,5,B
7,47.838956288166806,1,C
5,39.83475637817398,5,A
3,26.736384402608024,2,C
10,46.415444931631896,4,D
6,45.09429165114134,1,B
7,48.5009888534162,3,C
1,43.71102045957623,4,A
6,68.29329663527278,1,D
1,55.17337294683641,3,B
1,45.003866763785226,3,C
7,49.36373162552638,3,A
1,64.14642667495347,3,D
10,59.56622811735491,1,A
8,36.037881856249676,2,C
0,40.2570943917337,5,D
8,42.181531259766594,5,C
0,45.60300049064191,5,B
9,44.04576797123958,2,C
9,50.34009254861078,3,B
1,57.35721311018888,3,C
5,59.02660289382486,4,A
5,46.73202657100709,5,A
0,33.65306481245604,5,D
6,39.595900581282585,3,A
7,44.8022521036997,5,A
1,37.549655407486426,3,B
7,61.40858986701614,3,A
8,38.20458941419272,3,B
5,56.17063044735203,1,B
4,33.18119644977462,1,B
8,56.57201101296054,1,C
10,48.607312933324145,1,B
8,65.1253070230255,2,C
0,38.6843739345367,4,B
10,44.35885199388405,4,C
2,46.295673985895604,3,D
8,48.47499929849688,5,D
10,46.54019169097509,1,C
1,46.73321434091013,4,D
3,46.569374566143374,4,A
3,29.288201174195336,1,B
1,59.93334501607768,2,C
2,78.61136567633685,2,D
2,52.98271104600988,4,D
0,38.642491521417064,2,A
5,39.65461369151713,1,B
7,56.13174001891568,4,A
2,53.85469475848243,1,C
4,47.157098894466614,2,D
0,57.534043708791856,1,D
9,29.361149532455087,2,D
6,57.540621272311235,2,A
9,52.37761164594893,1,A
0,40.040520092167675,2,B
10,35.66676071619315,3,C
8,51.21327282745627,1,B
7,64.07238136767764,3,B
6,47.71906768002966,1,D
9,41.4731498376716,2,A
6,51.912882601362526,2,C
4,68.20871810123474,4,B
4,54.31299813063716,4,C
10,55.39401988209408,3,D
4,62.22798635970556,2,B
0,54.725573993838225,4,A
7,42.19030292839846,2,B
10,32.55435048101964,1,D
0,40.78346880221738,4,B
3,38.952736949023254,3,D
8,56.59308119511327,4,B
8,57.98348051349108,2,C
4,51.75572061715488,5,A
3,37.31308023156827,5,D
2,67.86597023926696,2,C
2,45.83789786160411,1,D
4,56.03481010301537,4,B
9,50.493248366995594,5,D
0,52.08663483249914,1,D
4,55.68184003340398,2,A
5,43.03979838399048,1,C
6,63.054024262651666,2,B
8,34.20494582912727,4,A
2,39.61443693964115,1,D
1,62.924293743370825,4,A
2,55.90004761104471,1,D
8,75.40391097681433,2,B
6,50.6835044365313,2,D
8,67.00429296459093,1,A
1,31.425212173365967,2,A
4,35.86485026802805,3,D
3,58.95525537416974,3,C
1,32.59632174385515,4,A
8,48.026323929905104,3,C
8,61.67209083647158,3,C
5,55.011712644886686,5,C
10,50.110952203195794,5,C
5,45.50892531170685,5,A
7,52.02225874591964,5,A
5,55.7724837237553,2,C
0,43.39105663013817,4,A
3,53.717360280120474,4,C
6,60.78430744198711,3,C
1,47.77521866700142,4,C
8,50.681228501406515,3,D
7,54.83778834002778,4,B
7,55.51334216089744,1,A
6,58.7845357299844,1,A
3,39.8562504401805,4,C
1,44.710774976146894,2,D
2,45.08121307950346,3,D
5,40.96087834837323,4,A
4,32.015860786421854,3,C
7,17.45521058702292,5,A
5,61.95452711752981,4,C
5,34.46106995552457,2,C
0,65.66509126705908,5,B
3,57.39409488616462,4,C
4,45.94311620193747,1,B
10,56.16422104814734,4,A
2,54.25133246713722,1,A
8,38.98225637060226,1,D
0,49.85022226370369,4,B
5,40.20161227458508,4,A
5,56.541280021710925,1,B
9,42.84779048200612,3,A
4,49.03370463803328,5,B
4,48.602010809892505,2,B
9,51.21579000539382,4,C
4,66.62555081114022,5,A
5,47.59039417144082,5,D
7,62.17927141974515,3,C
1,54.799969943350376,5,D
5,64.18402546036583,4,B
0,46.61564215185181,5,C
3,56.96136241969568,4,B
9,49.40731977399659,4,A
2,20.106069788367865,1,A
8,39.101564149795244,3,D
2,55.82376945952752,2,A
5,55.16264916279999,1,D
0,37.050226113650766,2,B
5,52.203675488380036,4,C
3,55.03260226525505,1,A
7,49.653344302623935,5,B
10,57.288186376596364,5,C
8,55.92555307928769,2,B
3,49.64856420595292,4,D
9,44.891751811358816,2,B
9,60.42541592092509,3,D
5,54.63162097878821,5,D
0,36.18567347469702,1,A
3,52.20897656081387,1,D
6,38.48975290542266,1,D
0,40.35432067570825,5,B
7,43.48089964614363,4,D
9,50.44873235659702,5,D
10,53.74485577591285,5,B
5,45.910581107587284,1,C
4,46.34817383706265,5,A
9,44.96756344698319,1,B
10,60.475136370876285,4,D
8,21.470564964003465,3,B
1,46.91322590325217,1,C
4,65.44984795382366,2,B
5,55.17230050277387,3,B
6,62.668472405671245,4,B
4,29.65751140489077,3,B
8,37.577507685308774,1,D
0,55.14048140686468,4,B
6,65.50630593257668,2,C
9,38.58763783155272,1,B
6,46.12238217293478,1,B
3,54.014641418669946,4,D
8,35.475016029123026,4,D
10,55.21691259580983,3,B
4,23.243153509637633,2,D
3,54.92239464464855,3,D
6,40.04915032112157,3,B
3,45.52402809483586,1,D
2,56.518839479369674,4,A
8,54.47252155492251,1,A
10,49.920187956482955,2,A
7,59.69040551635349,3,D
0,32.99823987381176,2,A
6,52.04414371501414,4,C
8,42.098298691415174,4,A
7,59.18031468679986,5,C
7,56.870670696361195,2,D
5,57.23348218864005,1,A
10,66.45381832707135,2,C
3,61.26347532434978,3,D
7,48.42578666226589,4,A
2,49.98732146512503,4,B
8,56.00938380711727,2,A
1,51.36174674747829,2,A
1,57.05173321909718,2,A
6,27.696795752269715,3,B
9,68.80803518793316,3,C
3,50.61028583556321,1,C
9,33.775346691074404,2,B
7,40.862066484164785,1,A
8,28.706729488307772,5,A
6,39.09764919814249,3,A
4,48.57751571360214,4,C
7,65.14714612494403,5,C
3,54.10674585419801,4,B
1,52.328606119645755,5,D
10,38.64895478784288,1,B
5,41.75514694346489,1,C
8,42.53072306627805,3,A
0,42.93871387813895,4,A
10,46.48463123751395,5,A
9,47.239889382835194,2,A
6,46.60921626373152,2,D
9,43.286757697315174,3,B
8,51.350531658122264,4,B
9,46.85585216633225,2,C
8,34.044327537777725,3,B
9,50.34381822257935,3,D
10,48.83236002218423,4,D
2,34.20372547444824,2,D
10,44.08698553303462,2,A
4,55.97072561011359,2,C
7,38.635500613392956,1,D
7,37.57820930271507,2,B
3,46.751163780082614,5,B
10,56.22932269811964,1,B
10,68.10327590722696,1,D
0,56.589353548536835,1,D
0,60.84827740156108,1,B
3,53.466976285016635,3,D
5,43.148840203572696,5,B
7,56.51711076596912,4,A
5,49.14391951071879,2,D
8,53.77033837828013,1,A
8,40.539701736490386,4,A
1,54.66445800839806,3,D
9,48.79491803234104,4,B
0,52.31257747184084,1,C
1,49.14926825174868,5,A
4,47.227968846583174,4,D
3,54.846907796184084,1,A
3,45.939088711084366,1,B
8,34.113118696224106,2,D
10,31.260299243175545,2,C
7,51.844165694269776,5,D
5,45.52782185271144,2,A
0,32.7090082256795,5,D
1,51.065349670537806,3,D
5,49.061254450266404,3,A
10,45.003864067772675,2,C
1,52.46809318180853,3,B
9,63.150940101078035,4,D
4,62.84590718685139,4,C
4,51.43764643108585,4,B
5,49.15289567137147,3,A
5,51.57735207611681,4,C
5,53.090069327743485,5,C
1,47.317018229419446,1,D
9,51.745430599531026,2,A
2,34.26370428958202,5,D
5,50.813488833467645,4,A
7,54.76813595024605,1,B
10,45.10158057993594,2,D
0,49.04527355713901,5,A
0,38.884946192988764,2,A
10,37.496864170406866,3,C
1,52.10815077959191,4,D
10,42.70436984262384,5,D
5,32.23174338423975,5,B
8,38.88221700865558,1,A
3,40.33620906207931,1,C
2,57.74580497731741,1,A
7,51.791140113684676,2,A
10,41.283978018427,4,A
9,44.122340950288404,2,D
8,63.120844161072256,4,A
10,59.36102435196951,5,B
4,38.81939572018172,2,C
8,61.63525859626326,2,C
1,49.1937119155019,2,A
2,57.99611626056244,3,C
6,48.36692044998493,4,A
6,61.85829198742175,4,D
5,38.40379388460201,2,C
5,47.44549568618484,3,D
1,62.16459777899117,2,D
9,26.07391851802737,4,B
5,49.53938595875535,5,B
3,46.064536801268126,3,C
2,56.84661230543745,3,A
10,60.69913435410972,2,A
1,57.30283819306965,5,A
0,52.41000253397246,4,A
10,50.4056454809536,1,B
10,46.57289378520102,4,A
4,52.099726215246314,4,A
1,64.59654829585509,5,D
1,41.694877017224584,3,A
6,45.979185248759265,4,A
7,49.244900274331926,3,B
9,60.00932679195668,5,C
7,52.23302339552205,5,D
3,59.83481895545191,2,D
0,60.34109990503601,1,C
10,55.9203682581998,5,D
6,39.360063834344466,5,A
0,66.61093911896714,3,A
10,64.12380671092701,5,C
3,50.63540050502337,4,B
7,36.182297575164455,2,B
1,34.39501842125643,2,D
5,52.5431562655371,4,B
5,42.98249557869214,5,B
8,32.82810866639622,1,B
4,34.206343006369984,5,B
9,45.30017426669991,2,B
3,51.94929573810978,1,B
4,64.05713051015827,3,B
9,54.84220774346842,3,D
10,46.18595469528586,5,A
4,53.79949557672799,5,B
7,52.90567585588658,1,A
9,57.39545207195939,1,C
7,49.600578864161356,5,A
1,60.36197751012111,2,C
6,58.24451800227485,3,D
7,50.827000036385705,1,A
10,48.807756437340956,2,C
5,59.197484789904266,5,A
4,42.865256818929616,4,D
10,34.93387170856606,1,A
8,34.87702008316005,4,C
2,42.03625524910491,2,B
9,56.5965229877725,3,B
3,45.772011453901364,2,B
8,52.04516002811226,3,D
5,45.04703929118931,2,B
7,45.12642634016034,1,D
6,39.74536325488846,1,B
10,49.08104374584312,4,D
1,48.24836264221043,2,D
2,54.12665023181822,2,A
0,52.87697607011717,4,B
8,48.028526190415874,5,A
6,34.93911154939825,2,C
0,60.705794675782776,2,B
2,49.149556609619765,2,B
3,50.79642689893897,5,B
3,66.00495065811057,1,B
4,59.082221265959504,4,A
2,54.4644919881673,5,A
2,49.976942126291746,3,D
0,49.88354451165847,3,A
6,52.40114497721862,5,D
10,54.06906725856632,5,C
9,67.11401755784135,1,A
0,74.73266082762811,3,D
1,52.9026080540355,4,B
3,28.46723927956367,2,C
3,40.4825552670828,2,D
4,68.11496881871767,1,C
10,57.186526282557466,1,B
1,54.26046487244996,3,B
3,48.33162088595239,4,D
0,38.109779407740156,4,D
1,66.77789754745501,5,B
0,41.76789748525911,1,D
9,57.293118165382786,2,B
9,36.992982302458564,2,A
3,47.84651315171723,3,D
3,59.929571304529645,2,C
6,47.50305827533206,4,B
9,46.31550124633972,4,A
10,50.106362683486815,1,D
10,36.63997107565072,3,B
8,34.758530929539845,2,A
8,57.142364826939286,1,D
4,45.777900743822,5,B
9,57.06484760581456,5,B
0,61.18183017150708,2,B
0,61.986426089954634,2,D
5,33.78991715423661,2,A
1,43.02170711746102,4,B
7,55.375853070438055,2,A
8,55.53001671903652,5,A
3,72.4943758419629,2,C
4,40.923864667669186,3,A
10,61.68168401454098,5,A
7,53.7227461003854,3,A
2,33.5976413333653,5,A
4,44.52184763273405,1,A
2,52.62528012323325,5,D
9,32.956332917037344,5,C
2,29.260939950283536,3,B
2,32.38757421363357,3,C
6,52.59133655084339,5,C
6,45.153327412665604,5,B
6,43.80044302686382,4,A
9,44.143781648342724,1,B
7,35.758775883420626,1,A
4,45.43596817159892,2,B
4,31.796019519281643,5,D
3,61.876411393589066,5,C
6,66.92329720677218,5,A
9,26.739362866108284,5,C
3,45.308703406759115,1,A
1,45.95988569365202,3,B
3,48.25515493382975,4,B
7,60.015304243744005,3,B
8,45.33789217806069,3,D
2,49.11748537268713,1,B
6,79.79054963801389,4,B
8,48.88707092394693,5,D
10,67.66239860299406,1,C
3,55.01987657388833,1,C
9,44.4629100692415,4,A
2,42.79266012824569,2,C
4,49.927274050002936,1,A
0,38.735268752534424,3,A
2,41.361340336043,3,C
7,45.769393989742206,5,C
10,52.93343541927229,1,D
7,68.25997211741047,5,A
3,45.15045573201737,1,C
1,54.61518046378113,4,C
7,33.721021534179485,1,D
7,60.60288640887317,2,C
9,32.78317425073044,3,B
3,57.98386472101434,4,B
2,49.190750467181964,3,A
1,48.793470572602104,5,D
8,46.99735282081169,4,C
0,36.98747375607902,2,A
6,37.51729490131197,3,C
